ESTIMATE,CODE,CODE4,ELECTOR,S_VOTE,S_VALID_VOTE,H_VOTE,H_VALID_VOTE,H_JIMIN,H_KOMEI,H_RIKKEN,H_ISHIN,H_KYOSAN,H_KOKUMIN,H_REIWA,H_SHAMIN,H_NHK,H_OTHER
dummy,dummy,dummy,,,,,,,,,,,,,,,
,,1324,463096 ,262883 ,254762 ,262872 ,257907 ,78075 ,43736 ,47854.194 ,23964 ,25985 ,14360.805 ,12638 ,6014 ,3212 ,2068 
,,1325,413266 ,226880 ,221421 ,226854 ,221512 ,75329 ,31225 ,47905.208 ,19955 ,20570 ,8009.783 ,10637 ,3461 ,2621 ,1799 
,13101,1301,54340 ,33271 ,32575 ,33268 ,32630 ,13042 ,1506 ,5541.964 ,5620 ,2486 ,1702.035 ,1465 ,372 ,557 ,338 
,13102,1302,138551 ,80988 ,78793 ,80986 ,79634 ,29261 ,4785 ,14575.248 ,14407 ,5667 ,3879.751 ,4090 ,810 ,1472 ,687 
,13103,,203758 ,110771 ,108248 ,110745 ,108817 ,39320 ,6569 ,20019.521 ,19744 ,8521 ,4990.477 ,5801 ,1150 ,1900 ,802 
,13103-1,1301,170761 ,93950 ,91911 ,93926 ,92292 ,33253 ,5519 ,17116.260 ,16851 ,7375 ,4130.739 ,4839 ,991 ,1563 ,654 
,13103-2,1302,32997 ,16821 ,16337 ,16819 ,16525 ,6067 ,1050 ,2903.261 ,2893 ,1146 ,859.738 ,962 ,159 ,337 ,148 
,13104,,275495 ,154264 ,150172 ,154262 ,151530 ,46737 ,15489 ,27606.614 ,22483 ,17365 ,7167.384 ,8715 ,2162 ,2424 ,1381 
,13104-1,1301,237508 ,133089 ,129635 ,133086 ,130744 ,40759 ,13204 ,23446.522 ,19756 ,14833 ,6149.477 ,7462 ,1851 ,2105 ,1178 
,13104-10,1310,37987 ,21175 ,20537 ,21176 ,20786 ,5978 ,2285 ,4160.092 ,2727 ,2532 ,1017.907 ,1253 ,311 ,319 ,203 
,13105,1302,184802 ,120239 ,117474 ,120214 ,118246 ,39063 ,6676 ,23998.449 ,16870 ,14962 ,6244.550 ,6167 ,1653 ,1686 ,926 
,13106,,169400 ,97420 ,94267 ,97418 ,95386 ,32160 ,7764 ,17892.483 ,14080 ,9215 ,4781.515 ,5823 ,1122 ,1607 ,941 
,13106-2,1302,106815 ,63672 ,61999 ,63671 ,62407 ,21269 ,4428 ,12134.378 ,9242 ,5875 ,3243.621 ,3813 ,727 ,1099 ,576 
,13106-14,1314,62585 ,33748 ,32268 ,33747 ,32979 ,10891 ,3336 ,5758.105 ,4838 ,3340 ,1537.894 ,2010 ,395 ,508 ,365 
,13107,1314,231773 ,130851 ,126358 ,130830 ,128033 ,40377 ,16777 ,21208.478 ,19825 ,12044 ,6594.521 ,6361 ,1461 ,2208 ,1177 
,13108,1315,424125 ,249103 ,238320 ,249055 ,243455 ,77817 ,29022 ,40763.743 ,39729 ,24159 ,10696.256 ,11085 ,2845 ,3964 ,3374 
,13109,,338996 ,198842 ,192673 ,198801 ,194941 ,63248 ,19582 ,38774.460 ,25716 ,20164 ,10109.538 ,10020 ,2508 ,3165 ,1654 
,13109-3,1303,305353 ,179845 ,174200 ,179816 ,176254 ,57061 ,18245 ,34864.356 ,22735 ,18563 ,9092.643 ,9046 ,2268 ,2867 ,1512 
,13109-7,1307,33643 ,18997 ,18473 ,18985 ,18687 ,6187 ,1337 ,3910.104 ,2981 ,1601 ,1016.895 ,974 ,240 ,298 ,142 
,13110,,236479 ,138812 ,135274 ,138792 ,136665 ,42153 ,11147 ,29394.904 ,21333 ,13108 ,6832.094 ,8166 ,1709 ,1882 ,940 
,13110-5,1305,158489 ,94272 ,91871 ,94251 ,92778 ,27867 ,7660 ,20045.673 ,14660 ,9204 ,4650.326 ,5597 ,1195 ,1272 ,627 
,13110-7,1307,77990 ,44540 ,43403 ,44541 ,43887 ,14286 ,3487 ,9349.231 ,6673 ,3904 ,2181.768 ,2569 ,514 ,610 ,313 
,13111,,617849 ,346388 ,335341 ,346352 ,340336 ,104406 ,42065 ,58718.157 ,53867 ,36428 ,16837.841 ,16273 ,4196 ,4714 ,2831 
,13111-3,1303,143820 ,88358 ,85456 ,88346 ,86916 ,27864 ,7074 ,18819.323 ,13211 ,8106 ,4545.676 ,4436 ,1118 ,1123 ,619 
,13111-4,1304,474029 ,258030 ,249885 ,258006 ,253420 ,76542 ,34991 ,39898.834 ,40656 ,28322 ,12292.165 ,11837 ,3078 ,3591 ,2212 
,13112,,773544 ,466745 ,454425 ,466760 ,459470 ,139497 ,33004 ,101483.150 ,73918 ,42319 ,23006.848 ,30542 ,6969 ,5542 ,3189 
,13112-5,1305,306205 ,184674 ,179580 ,184681 ,181877 ,57083 ,12283 ,39639.916 ,30252 ,15516 ,9267.083 ,11505 ,2602 ,2467 ,1262 
,13112-6,1306,467339 ,282071 ,274845 ,282079 ,277593 ,82414 ,20721 ,61843.234 ,43666 ,26803 ,13739.765 ,19037 ,4367 ,3075 ,1927 
,13113,1307,193875 ,108784 ,106016 ,108767 ,106803 ,33040 ,6961 ,24147.811 ,15564 ,10702 ,5250.188 ,7228 ,1330 ,1714 ,866 
,13114,,283757 ,160951 ,156725 ,160909 ,158060 ,46092 ,16389 ,36599.850 ,18839 ,16322 ,7741.148 ,10064 ,2181 ,2322 ,1510 
,13114-7,1307,142525 ,80980 ,78968 ,80959 ,79452 ,23743 ,8163 ,18042.296 ,9828 ,7733 ,4003.703 ,4965 ,1073 ,1158 ,743 
,13114-10,1310,141232 ,79971 ,77757 ,79950 ,78608 ,22349 ,8226 ,18557.554 ,9011 ,8589 ,3737.445 ,5099 ,1108 ,1164 ,767 
,13115,,487730 ,296850 ,289521 ,296839 ,291702 ,87425 ,20447 ,66423.022 ,37160 ,31538 ,15073.976 ,23134 ,4424 ,3828 ,2249 
,13115-7,1307,11542 ,6216 ,6036 ,6214 ,6108 ,1722 ,592 ,1394.711 ,849 ,540 ,321.288 ,447 ,78 ,102 ,62 
,13115-8,1308,476188 ,290634 ,283485 ,290625 ,285594 ,85703 ,19855 ,65028.311 ,36311 ,30998 ,14752.688 ,22687 ,4346 ,3726 ,2187 
,13116,,232374 ,130954 ,126015 ,130933 ,128402 ,39705 ,13269 ,24448.417 ,17519 ,14183 ,6950.581 ,7109 ,1802 ,2003 ,1413 
,13116-10,1310,159117 ,88653 ,85913 ,88641 ,86884 ,26861 ,8647 ,17454.573 ,11063 ,9471 ,4772.426 ,4995 ,1232 ,1403 ,985 
,13116-12,1312,73257 ,42301 ,40102 ,42292 ,41518 ,12844 ,4622 ,6993.844 ,6456 ,4712 ,2178.155 ,2114 ,570 ,600 ,428 
,13117,1312,289832 ,172339 ,164253 ,172320 ,168765 ,51018 ,22541 ,25614.043 ,25623 ,22188 ,7448.956 ,8045 ,2466 ,2350 ,1471 
,13118,1314,171344 ,96012 ,92485 ,96007 ,94065 ,28617 ,13103 ,15552.140 ,13697 ,10856 ,4174.859 ,4682 ,1124 ,1414 ,845 
,13119,,473624 ,260247 ,250702 ,260234 ,255560 ,75712 ,32357 ,51152.817 ,30693 ,29646 ,12220.181 ,13737 ,3887 ,3746 ,2409 
,13119-11,1311,462626 ,254315 ,245043 ,254302 ,249751 ,74069 ,31154 ,50256.868 ,30001 ,28963 ,11978.131 ,13509 ,3796 ,3664 ,2360 
,13119-12,1312,10998 ,5932 ,5659 ,5932 ,5809 ,1643 ,1203 ,895.949 ,692 ,683 ,242.050 ,228 ,91 ,82 ,49 
,13120,,619495 ,357175 ,346352 ,357153 ,350224 ,104310 ,37267 ,73586.173 ,48110 ,35235 ,17125.825 ,19176 ,5196 ,5208 ,5010 
,13120-9,1309,478743 ,276290 ,267706 ,276278 ,270911 ,79606 ,29508 ,56787.412 ,37831 ,27464 ,12902.587 ,14816 ,4092 ,3942 ,3962 
,13120-10,1310,140752 ,80885 ,78646 ,80875 ,79313 ,24704 ,7759 ,16798.761 ,10279 ,7771 ,4223.238 ,4360 ,1104 ,1266 ,1048 
,13121,,568892 ,289602 ,277839 ,289591 ,283766 ,87706 ,46387 ,50161.178 ,29812 ,32383 ,11590.820 ,15778 ,3180 ,4244 ,2524 
,13121-12,1312,88645 ,45249 ,43277 ,45250 ,44212 ,12340 ,10106 ,5972.510 ,5212 ,5295 ,1510.489 ,2261 ,467 ,646 ,402 
,13121-13,1313,480247 ,244353 ,234562 ,244341 ,239554 ,75366 ,36281 ,44188.668 ,24600 ,27088 ,10080.331 ,13517 ,2713 ,3598 ,2122 
,13122,1317,381481 ,203244 ,191276 ,203223 ,198228 ,64186 ,27006 ,29158.900 ,28980 ,20997 ,10929.099 ,9525 ,2380 ,3184 ,1882 
,13123,,559546 ,289176 ,276308 ,289060 ,283246 ,87280 ,44322 ,48607.777 ,38673 ,26977 ,13025.221 ,13821 ,2955 ,4836 ,2749 
,13123-16,1316,465115 ,239908 ,229528 ,239802 ,234963 ,71700 ,37638 ,41378.656 ,31363 ,22276 ,10316.343 ,11487 ,2407 ,4108 ,2289 
,13123-17,1317,94431 ,49268 ,46780 ,49258 ,48283 ,15580 ,6684 ,7229.121 ,7310 ,4701 ,2708.878 ,2334 ,548 ,728 ,460 
,13201,,473096 ,268036 ,259756 ,268023 ,262969 ,79624 ,44347 ,48898.632 ,24585 ,26494 ,14609.366 ,12930 ,6107 ,3276 ,2098 
,13201-21,1321,10000 ,5153 ,4994 ,5151 ,5062 ,1549 ,611 ,1044.438 ,621 ,509 ,248.561 ,292 ,93 ,64 ,30 
,13201-24,1324,463096 ,262883 ,254762 ,262872 ,257907 ,78075 ,43736 ,47854.194 ,23964 ,25985 ,14360.805 ,12638 ,6014 ,3212 ,2068 
,13202,1321,154509 ,85709 ,83716 ,85695 ,84065 ,26502 ,10762 ,17173.605 ,10002 ,8776 ,3476.394 ,4268 ,1214 ,1228 ,663 
,13203,1318,124980 ,76806 ,74875 ,76794 ,75356 ,23372 ,4262 ,20972.957 ,8411 ,6988 ,4107.042 ,4516 ,1221 ,933 ,573 
,13204,1322,159361 ,96275 ,93964 ,96248 ,94717 ,28233 ,7272 ,23945.948 ,10468 ,8989 ,4592.051 ,7824 ,1462 ,1194 ,737 
,13205,1325,112571 ,62113 ,60738 ,62103 ,60357 ,20781 ,8092 ,12967.796 ,5573 ,5737 ,2137.203 ,2974 ,905 ,713 ,477 
,13206,1318,216038 ,126208 ,122571 ,126171 ,123471 ,39325 ,12041 ,28783.503 ,14260 ,11236 ,6030.496 ,6822 ,2065 ,1837 ,1071 
,13207,1325,94642 ,51847 ,50496 ,51840 ,50841 ,16653 ,6977 ,10800.686 ,4909 ,4909 ,2147.313 ,2441 ,927 ,634 ,443 
,13208,1322,199250 ,118847 ,116055 ,118814 ,116728 ,34968 ,11932 ,26476.777 ,13141 ,11625 ,5749.222 ,8622 ,1732 ,1559 ,923 
,13209,1323,360447 ,208784 ,202436 ,208766 ,205098 ,64506 ,23595 ,47014.142 ,22488 ,20356 ,8498.857 ,10906 ,3326 ,2789 ,1619 
,13210,1318,103906 ,63312 ,61677 ,63307 ,62180 ,19477 ,4346 ,15483.236 ,7043 ,6469 ,3280.763 ,3706 ,1118 ,794 ,463 
,13211,1319,160960 ,96025 ,94294 ,96019 ,94546 ,27584 ,11523 ,22175.476 ,11627 ,9295 ,4002.523 ,4975 ,1581 ,1074 ,709 
,13212,1321,156436 ,91167 ,89006 ,91162 ,89384 ,27492 ,8500 ,19470.793 ,11263 ,10531 ,3879.206 ,4676 ,1551 ,1261 ,760 
,13213,1320,127237 ,73849 ,71967 ,73840 ,72394 ,20847 ,10762 ,13447.574 ,8685 ,9455 ,2782.425 ,3837 ,1065 ,939 ,574 
,13214,1319,106679 ,66541 ,65200 ,66516 ,65470 ,19997 ,5532 ,15622.463 ,8260 ,6697 ,3271.536 ,3486 ,1244 ,872 ,488 
,13215,1321,64665 ,39380 ,38430 ,39372 ,38676 ,11409 ,3366 ,8627.330 ,4844 ,4443 ,1864.669 ,2528 ,833 ,500 ,261 
,13218,1325,46359 ,25084 ,24401 ,25086 ,24523 ,8260 ,3702 ,4922.470 ,2344 ,2205 ,927.529 ,1272 ,378 ,278 ,234 
,13219,1322,70478 ,43071 ,41978 ,43071 ,42327 ,13275 ,4223 ,8565.854 ,4549 ,5145 ,1865.145 ,3192 ,658 ,528 ,326 
,13220,1320,71260 ,40517 ,39335 ,40511 ,39683 ,10960 ,7226 ,7298.667 ,4474 ,5011 ,1409.332 ,1854 ,615 ,490 ,345 
,13221,1320,63008 ,36818 ,35986 ,36817 ,36157 ,10530 ,4451 ,6581.383 ,4269 ,5677 ,1526.616 ,1810 ,618 ,431 ,263 
,13222,1320,98165 ,56363 ,54886 ,56354 ,55297 ,16049 ,7076 ,10488.523 ,6636 ,7935 ,2147.476 ,2798 ,1100 ,687 ,380 
,13223,1320,58575 ,29894 ,29052 ,29888 ,29261 ,8355 ,6440 ,4681.694 ,2958 ,3619 ,907.305 ,1331 ,367 ,340 ,262 
,13224,,125486 ,74937 ,72892 ,74927 ,73720 ,21737 ,6722 ,18053.771 ,8611 ,8423 ,3107.227 ,4082 ,1487 ,928 ,569 
,13224-21,1321,26935 ,15803 ,15390 ,15800 ,15565 ,4700 ,1255 ,3555.579 ,2298 ,1636 ,703.420 ,825 ,270 ,200 ,122 
,13224-23,1323,98551 ,59134 ,57502 ,59127 ,58155 ,17037 ,5467 ,14498.192 ,6313 ,6787 ,2403.807 ,3257 ,1217 ,728 ,447 
,13225,,75553 ,44939 ,43777 ,44938 ,44199 ,13989 ,4217 ,10012.059 ,5684 ,3909 ,2072.939 ,2704 ,628 ,659 ,324 
,13225-21,1321,25921 ,15858 ,15514 ,15858 ,15615 ,4753 ,1335 ,3729.494 ,2415 ,1373 ,691.505 ,758 ,246 ,212 ,102 
,13225-22,1322,49632 ,29081 ,28263 ,29080 ,28584 ,9236 ,2882 ,6282.565 ,3269 ,2536 ,1381.434 ,1946 ,382 ,447 ,222 
,13227,1325,45405 ,25167 ,24529 ,25166 ,24600 ,7863 ,3292 ,5819.353 ,2274 ,2342 ,943.646 ,1158 ,385 ,332 ,191 
,13228,1325,67116 ,37113 ,36260 ,37111 ,36276 ,12506 ,5027 ,8283.248 ,2942 ,3443 ,1139.751 ,1705 ,551 ,394 ,285 
,13229,1319,171508 ,100920 ,99086 ,100891 ,99023 ,29329 ,9288 ,23897.319 ,13263 ,9936 ,4293.680 ,5422 ,1501 ,1316 ,777 
,13303,1325,27180 ,13658 ,13338 ,13652 ,13313 ,4771 ,2327 ,2688.778 ,1109 ,974 ,424.221 ,598 ,142 ,176 ,103 
,13305,1325,13685 ,7843 ,7686 ,7842 ,7677 ,2761 ,1231 ,1691.318 ,588 ,656 ,204.681 ,319 ,111 ,71 ,44 
,13307,1325,1893 ,1271 ,1246 ,1271 ,1227 ,551 ,218 ,234.052 ,55 ,66 ,18.947 ,48 ,25 ,6 ,5 
,13308,1325,4415 ,2784 ,2727 ,2783 ,2698 ,1183 ,359 ,497.507 ,161 ,238 ,66.492 ,122 ,37 ,17 ,17 
,13361,1303,6201 ,3904 ,3683 ,3904 ,3676 ,1421 ,532 ,588.241 ,229 ,551 ,94.758 ,142 ,45 ,33 ,40 
,13362,1303,264 ,222 ,213 ,222 ,216 ,122 ,34 ,22.680 ,7 ,15 ,4.320 ,7 ,1 ,2 ,1 
,13363,1303,2245 ,1429 ,1388 ,1429 ,1399 ,740 ,104 ,239.648 ,77 ,109 ,27.351 ,61 ,14 ,12 ,15 
,13364,1303,1544 ,1036 ,1020 ,1036 ,1019 ,474 ,165 ,178.666 ,63 ,42 ,33.333 ,45 ,7 ,6 ,5 
,13381,1303,2064 ,1324 ,1281 ,1324 ,1266 ,522 ,182 ,229.680 ,67 ,131 ,34.320 ,61 ,21 ,12 ,6 
,13382,1303,248 ,203 ,190 ,203 ,199 ,65 ,15 ,41.600 ,20 ,20 ,10.400 ,18 ,5 ,4 ,0 
,13401,1303,6091 ,3753 ,3631 ,3751 ,3625 ,1223 ,763 ,728.073 ,247 ,300 ,72.926 ,192 ,49 ,32 ,18 
,13402,1303,152 ,126 ,118 ,126 ,122 ,58 ,16 ,14.000 ,12 ,11 ,4.000 ,7 ,0 ,0 ,0 
,13421,1303,2101 ,1238 ,1182 ,1238 ,1179 ,398 ,96 ,232.367 ,117 ,117 ,40.632 ,121 ,17 ,26 ,14 
,14000,,7703187 ,4336173 ,4231048 ,4335721 ,4247015 ,1450631 ,460450 ,941783.675 ,530707 ,315577 ,218791.265 ,181280 ,79372 ,68423 ,0 
,,1401,427922 ,231043 ,222453 ,231029 ,226729 ,74081 ,22851 ,52729.107 ,33407 ,16075 ,10425.891 ,9470 ,4205 ,3485 ,0 
,,1402,436066 ,244192 ,239046 ,244133 ,239229 ,87791 ,25654 ,49911.020 ,27739 ,17900 ,12077.977 ,10180 ,4144 ,3832 ,0 
,,1403,442398 ,232868 ,226874 ,232822 ,228573 ,76579 ,24453 ,46594.166 ,29279 ,20281 ,13299.832 ,10169 ,3704 ,4214 ,0 
,,1404,332708 ,205272 ,202388 ,205240 ,200060 ,65895 ,15001 ,50018.389 ,28049 ,16117 ,8300.607 ,10211 ,3772 ,2696 ,0 
,,1405,467198 ,261861 ,254907 ,261827 ,256977 ,85826 ,26946 ,61882.175 ,30961 ,19302 ,13649.822 ,9908 ,4787 ,3715 ,0 
,,1406,381141 ,212981 ,208499 ,212933 ,209186 ,65076 ,27705 ,50128.558 ,26972 ,15295 ,9451.439 ,7783 ,3654 ,3121 ,0 
,,1407,449449 ,258806 ,253394 ,259344 ,255214 ,89849 ,19160 ,61844.245 ,33302 ,16419 ,15359.751 ,11395 ,3909 ,3976 ,0 
,,1408,427843 ,253990 ,248888 ,253324 ,248798 ,87059 ,18914 ,64701.354 ,30440 ,15926 ,13559.645 ,10157 ,4255 ,3786 ,0 
,,1409,338241 ,201148 ,197744 ,201151 ,197248 ,63041 ,16344 ,45419.080 ,26638 ,17880 ,11300.918 ,9634 ,3604 ,3387 ,0 
,,1410,470746 ,259095 ,253278 ,259114 ,254074 ,82071 ,29563 ,38755.253 ,44099 ,23562 ,17076.744 ,10410 ,3740 ,4797 ,0 
,,1411,374938 ,195764 ,186477 ,195755 ,190611 ,80877 ,26836 ,29639.467 ,17604 ,14626 ,7657.531 ,7143 ,3320 ,2908 ,0 
,,1412,406623 ,228281 ,223925 ,228250 ,223823 ,71495 ,21950 ,52207.145 ,33797 ,16076 ,10664.853 ,9836 ,4449 ,3348 ,0 
,,1413,471671 ,263072 ,254719 ,263048 ,256614 ,88323 ,32911 ,56183.226 ,27757 ,17325 ,13235.770 ,11673 ,4850 ,4356 ,0 
,,1414,460744 ,258091 ,251470 ,258073 ,253173 ,83982 ,31353 ,59626.457 ,26532 ,17464 ,13700.540 ,11196 ,4925 ,4394 ,0 
,,1415,473497 ,271428 ,265392 ,271400 ,265117 ,95980 ,31694 ,51461.762 ,29876 ,18364 ,12463.234 ,11655 ,9172 ,4451 ,0 
,,1416,466042 ,257964 ,251954 ,257952 ,252097 ,84608 ,34759 ,62865.189 ,22444 ,17134 ,11879.804 ,9919 ,4478 ,4010 ,0 
,,1417,424659 ,241966 ,237323 ,241948 ,235908 ,85226 ,28212 ,56565.323 ,23038 ,16247 ,9926.667 ,8814 ,4548 ,3331 ,0 
,,1418,451301 ,258351 ,252317 ,258378 ,253584 ,82872 ,26144 ,51251.759 ,38773 ,19584 ,14760.240 ,11727 ,3856 ,4616 ,0 
,14101,1403,239585 ,123687 ,120406 ,123648 ,121393 ,40263 ,14342 ,23424.608 ,15546 ,11504 ,6955.391 ,5372 ,1772 ,2214 ,0 
,14102,1403,202813 ,109181 ,106468 ,109174 ,107180 ,36316 ,10111 ,23169.558 ,13733 ,8777 ,6344.441 ,4797 ,1932 ,2000 ,0 
,14103,1402,86102 ,48800 ,47723 ,48787 ,47856 ,18070 ,4185 ,9444.890 ,6221 ,3063 ,2840.109 ,2269 ,815 ,948 ,0 
,14104,1401,120320 ,62850 ,60147 ,62843 ,61546 ,20553 ,5932 ,12774.447 ,9655 ,4244 ,2970.553 ,3273 ,1082 ,1062 ,0 
,14105,1402,166738 ,88586 ,86641 ,88558 ,86722 ,31312 ,10841 ,17227.114 ,9313 ,6981 ,4265.885 ,3962 ,1444 ,1376 ,0 
,14106,1406,172985 ,96177 ,93909 ,96158 ,94414 ,29473 ,12547 ,21487.262 ,12605 ,6838 ,4662.736 ,3681 ,1589 ,1531 ,0 
,14107,1401,140027 ,74195 ,71403 ,74188 ,72840 ,23670 ,7802 ,17095.635 ,10244 ,5195 ,3450.364 ,2827 ,1379 ,1177 ,0 
,14108,1401,167575 ,93998 ,90903 ,93998 ,92343 ,29858 ,9117 ,22859.025 ,13508 ,6636 ,4004.974 ,3370 ,1744 ,1246 ,0 
,14109,1407,294697 ,168697 ,165039 ,168652 ,165801 ,58078 ,12388 ,39513.651 ,21170 ,11714 ,10157.348 ,7566 ,2631 ,2583 ,0 
,14110,1405,235107 ,134822 ,131343 ,134804 ,132484 ,45083 ,12241 ,31182.844 ,16804 ,10067 ,7663.155 ,5084 ,2438 ,1921 ,0 
,14111,1402,183226 ,106806 ,104682 ,106788 ,104651 ,38409 ,10628 ,23239.016 ,12205 ,7856 ,4971.983 ,3949 ,1885 ,1508 ,0 
,14112,1406,208156 ,116804 ,114590 ,116775 ,114772 ,35603 ,15158 ,28641.296 ,14367 ,8457 ,4788.703 ,4102 ,2065 ,1590 ,0 
,14113,1408,150820 ,85285 ,83550 ,85262 ,83490 ,28325 ,8610 ,21126.586 ,9115 ,5756 ,4313.413 ,3293 ,1641 ,1310 ,0 
,14114,1405,103299 ,54440 ,52909 ,54437 ,53275 ,17089 ,7028 ,13092.866 ,5574 ,3848 ,2664.133 ,2164 ,1060 ,755 ,0 
,14115,1404,103213 ,62128 ,61207 ,62112 ,60711 ,20714 ,4967 ,15500.336 ,8454 ,4227 ,2642.663 ,2327 ,1095 ,784 ,0 
,14116,1405,128792 ,72599 ,70655 ,72586 ,71218 ,23654 ,7677 ,17606.465 ,8583 ,5387 ,3322.534 ,2660 ,1289 ,1039 ,0 
,14117,1408,258638 ,157327 ,154196 ,157287 ,154686 ,54960 ,9499 ,40921.827 ,19884 ,9611 ,8628.171 ,6409 ,2462 ,2311 ,0 
,14118,,173137 ,101487 ,99497 ,101467 ,100035 ,35545 ,7577 ,24983.535 ,13573 ,5264 ,5820.464 ,4284 ,1430 ,1558 ,0 
TRUE,14118-7,1407,154752 ,90109 ,88355 ,90692 ,89413 ,31771 ,6772 ,22330.594 ,12132 ,4705 ,5202.403 ,3829 ,1278 ,1393 ,0 
TRUE,14118-8,1408,18385 ,11378 ,11142 ,10775 ,10622 ,3774 ,805 ,2652.941 ,1441 ,559 ,618.061 ,455 ,152 ,165 ,0 
,14131,1410,189094 ,94438 ,92268 ,94445 ,92554 ,29383 ,13877 ,12257.176 ,14409 ,9884 ,5641.823 ,3973 ,1360 ,1769 ,0 
,14132,1410,140181 ,80624 ,78875 ,80629 ,78938 ,25440 ,9387 ,12968.070 ,13622 ,6879 ,4970.929 ,2949 ,1200 ,1522 ,0 
,14133,,141471 ,84033 ,82135 ,84040 ,82582 ,27248 ,6299 ,13530.007 ,16068 ,6799 ,6463.992 ,3488 ,1180 ,1506 ,0 
,14133-10,1410,141471 ,84033 ,82135 ,84040 ,82582 ,27248 ,6299 ,13530.007 ,16068 ,6799 ,6463.992 ,3488 ,1180 ,1506 ,0 
,14134,1418,266091 ,150915 ,147267 ,150920 ,148010 ,48309 ,15310 ,28661.721 ,22699 ,11888 ,9136.279 ,6989 ,2220 ,2797 ,0 
,14135,1409,189538 ,108081 ,106076 ,108087 ,105920 ,33208 ,10179 ,22567.880 ,13730 ,10356 ,6540.119 ,5467 ,1898 ,1974 ,0 
,14136,,185210 ,107436 ,105050 ,107458 ,105574 ,34563 ,10834 ,22590.038 ,16074 ,7696 ,5623.961 ,4738 ,1636 ,1819 ,0 
,14136-18,1418,185210 ,107436 ,105050 ,107458 ,105574 ,34563 ,10834 ,22590.038 ,16074 ,7696 ,5623.961 ,4738 ,1636 ,1819 ,0 
,14137,1409,148703 ,93067 ,91668 ,93064 ,91328 ,29833 ,6165 ,22851.200 ,12908 ,7524 ,4760.799 ,4167 ,1706 ,1413 ,0 
,14151,,142190 ,80596 ,78611 ,80586 ,79035 ,26235 ,10880 ,19800.362 ,7058 ,5229 ,3701.636 ,3444 ,1473 ,1214 ,0 
,14151-14,1414,86692 ,48340 ,47076 ,48334 ,47415 ,15707 ,6084 ,11518.461 ,4821 ,2849 ,2633.538 ,2067 ,891 ,844 ,0 
,14151-16,1416,55498 ,32256 ,31535 ,32252 ,31620 ,10528 ,4796 ,8281.901 ,2237 ,2380 ,1068.098 ,1377 ,582 ,370 ,0 
,14152,1414,226627 ,122509 ,119322 ,122506 ,120076 ,39650 ,17227 ,27470.267 ,12051 ,8304 ,6084.732 ,5108 ,2112 ,2069 ,0 
,14153,,233990 ,134886 ,131446 ,134888 ,132463 ,43126 ,14476 ,32500.201 ,13950 ,9973 ,7321.797 ,6026 ,2836 ,2254 ,0 
,14153-14,1414,147425 ,87242 ,85072 ,87233 ,85682 ,28625 ,8042 ,20637.729 ,9660 ,6311 ,4982.270 ,4021 ,1922 ,1481 ,0 
,14153-16,1416,86565 ,47644 ,46374 ,47655 ,46781 ,14501 ,6434 ,11862.472 ,4290 ,3662 ,2339.527 ,2005 ,914 ,773 ,0 
,14201,1411,337762 ,176768 ,168245 ,176753 ,172119 ,72944 ,24070 ,27096.933 ,16081 ,12759 ,6995.066 ,6495 ,3026 ,2652 ,0 
,14203,1415,215740 ,119322 ,116810 ,119310 ,116230 ,43205 ,16124 ,21299.400 ,12070 ,8133 ,5335.599 ,4479 ,3655 ,1929 ,0 
,14204,1404,151215 ,92683 ,91530 ,92673 ,90457 ,29095 ,6212 ,22883.413 ,12750 ,8015 ,3765.586 ,4785 ,1734 ,1217 ,0 
,14205,1412,366108 ,207801 ,203885 ,207770 ,203645 ,65113 ,18748 ,47710.594 ,31388 ,14645 ,9905.405 ,9088 ,4017 ,3030 ,0 
,14206,1417,161187 ,89371 ,87685 ,89366 ,87518 ,31258 ,10319 ,21270.630 ,8889 ,5983 ,3801.369 ,3256 ,1530 ,1211 ,0 
,14207,1415,205296 ,119563 ,116725 ,119550 ,117097 ,40916 ,12510 ,23697.505 ,14277 ,7867 ,5699.494 ,5753 ,4349 ,2028 ,0 
,14208,1404,50710 ,32791 ,32265 ,32785 ,31829 ,10428 ,2455 ,7689.690 ,4548 ,2558 ,1261.309 ,1828 ,608 ,453 ,0 
,14210,1411,37176 ,18996 ,18232 ,19002 ,18492 ,7933 ,2766 ,2542.534 ,1523 ,1867 ,662.465 ,648 ,294 ,256 ,0 
,14211,1417,134912 ,75109 ,73533 ,75102 ,72876 ,25726 ,8621 ,17361.510 ,7348 ,5052 ,3336.489 ,2773 ,1548 ,1110 ,0 
,14212,1416,185485 ,100493 ,98271 ,100482 ,97915 ,33706 ,12752 ,24419.323 ,9161 ,6105 ,4773.676 ,3661 ,1672 ,1665 ,0 
,14213,1413,200576 ,109718 ,106349 ,109706 ,106874 ,35712 ,13814 ,23686.175 ,11574 ,7353 ,5717.824 ,5094 ,2001 ,1922 ,0 
,14214,1416,83754 ,48342 ,47279 ,48336 ,47191 ,16648 ,5661 ,11545.483 ,4393 ,2984 ,2530.516 ,1742 ,922 ,765 ,0 
,14215,1413,113051 ,68315 ,66221 ,68304 ,66846 ,23947 ,6888 ,14844.365 ,7767 ,4214 ,3748.634 ,3078 ,1292 ,1067 ,0 
