ESTIMATE,CODE,CODE4,ELECTOR,S_VOTE,S_VALID_VOTE,H_VOTE,H_VALID_VOTE,H_JIMIN,H_KOMEI,H_RIKKEN,H_ISHIN,H_KYOSAN,H_KOKUMIN,H_REIWA,H_SHAMIN,H_NHK,H_OTHER
dummy,dummy,dummy,,,,,,,,,,,,,,,
,34205,,112609 ,60837 ,59844 ,60834 ,59346 ,24834 ,8499 ,11892.716 ,5193 ,3334 ,2087.282 ,1649 ,1196 ,661 ,0 
,34205-5,3405,6590 ,3648 ,3587 ,3648 ,3572 ,1621 ,724 ,588.661 ,278 ,128 ,75.338 ,69 ,59 ,29 ,0 
,34205-6,3406,106019 ,57189 ,56257 ,57186 ,55774 ,23213 ,7775 ,11304.055 ,4915 ,3206 ,2011.944 ,1580 ,1137 ,632 ,0 
,34207,3407,382135 ,188589 ,185703 ,188570 ,185029 ,78679 ,29141 ,34104.389 ,17228 ,9931 ,5888.610 ,5198 ,2496 ,2363 ,0 
,34208,3406,32281 ,17993 ,17614 ,17989 ,17559 ,8081 ,2469 ,3026.884 ,1427 ,777 ,566.115 ,383 ,652 ,177 ,0 
,34209,3406,42767 ,25707 ,25286 ,25703 ,25076 ,10993 ,3307 ,5722.084 ,1553 ,1290 ,838.915 ,571 ,551 ,250 ,0 
,34210,3406,28985 ,18342 ,18067 ,18341 ,17832 ,7397 ,2300 ,4001.480 ,1095 ,1149 ,610.519 ,422 ,729 ,128 ,0 
,34211,3402,22643 ,12262 ,12029 ,12261 ,11943 ,5616 ,1472 ,2343.380 ,1049 ,378 ,456.619 ,328 ,169 ,131 ,0 
,34212,,150556 ,80840 ,79580 ,80823 ,78994 ,36586 ,8455 ,12115.027 ,11392 ,2847 ,2954.971 ,2291 ,1302 ,1051 ,0 
,34212-4,3404,142634 ,76398 ,75197 ,76382 ,74670 ,34205 ,8042 ,11431.213 ,11005 ,2721 ,2840.786 ,2184 ,1238 ,1003 ,0 
,34212-5,3405,7922 ,4442 ,4383 ,4441 ,4324 ,2381 ,413 ,683.814 ,387 ,126 ,114.185 ,107 ,64 ,48 ,0 
,34213,3402,97438 ,53456 ,52611 ,53451 ,52272 ,23885 ,5913 ,9705.220 ,5186 ,2699 ,1852.779 ,1502 ,921 ,608 ,0 
,34214,3403,23500 ,13625 ,13257 ,13619 ,13195 ,6273 ,1872 ,2396.082 ,1133 ,420 ,347.917 ,329 ,291 ,133 ,0 
,34215,,19312 ,10825 ,10669 ,10825 ,10500 ,6155 ,1157 ,1394.352 ,762 ,386 ,202.646 ,215 ,123 ,105 ,0 
,34215-2,3402,12321 ,6883 ,6809 ,6883 ,6667 ,3750 ,814 ,940.341 ,493 ,256 ,129.658 ,151 ,70 ,63 ,0 
,34215-5,3405,6991 ,3942 ,3860 ,3942 ,3833 ,2405 ,343 ,454.011 ,269 ,130 ,72.988 ,64 ,53 ,42 ,0 
,34302,3404,43261 ,23140 ,22730 ,23138 ,22738 ,9919 ,2377 ,3634.005 ,3505 ,1016 ,887.994 ,637 ,395 ,367 ,0 
,34304,3404,24509 ,12574 ,12368 ,12572 ,12326 ,5832 ,1342 ,1763.181 ,1732 ,521 ,438.818 ,366 ,165 ,166 ,0 
,34307,3404,19894 ,10822 ,10618 ,10822 ,10600 ,5128 ,1512 ,1475.773 ,1339 ,317 ,320.226 ,251 ,148 ,109 ,0 
,34309,3404,10675 ,6458 ,6347 ,6456 ,6320 ,3271 ,578 ,851.530 ,888 ,213 ,193.469 ,169 ,78 ,78 ,0 
,34368,3403,5291 ,3630 ,3532 ,3629 ,3487 ,2007 ,354 ,498.803 ,209 ,122 ,75.196 ,80 ,116 ,25 ,0 
,34369,3403,15111 ,9471 ,9183 ,9470 ,9174 ,4507 ,1128 ,1522.766 ,806 ,450 ,229.233 ,246 ,201 ,84 ,0 
,34431,3405,6134 ,3874 ,3827 ,3874 ,3728 ,2132 ,321 ,534.912 ,262 ,103 ,111.087 ,88 ,151 ,25 ,0 
,34462,3406,13266 ,8586 ,8464 ,8585 ,8376 ,4021 ,1284 ,1447.649 ,503 ,329 ,236.350 ,236 ,248 ,71 ,0 
,34545,3406,7595 ,4746 ,4670 ,4746 ,4636 ,1979 ,774 ,1044.898 ,242 ,192 ,94.101 ,116 ,165 ,29 ,0 
,35000,,1139728 ,566508 ,553852 ,566512 ,552612 ,274163 ,79474 ,80977.950 ,41072 ,29811 ,15210.029 ,19199 ,7993 ,4712 ,0 
,,3501,355982 ,172746 ,169566 ,172758 ,169205 ,82541 ,24176 ,26654.076 ,13367 ,8127 ,5126.921 ,5371 ,2257 ,1585 ,0 
,,3502,283230 ,146310 ,142850 ,146320 ,142662 ,70462 ,21163 ,20534.908 ,10577 ,8599 ,4169.082 ,4141 ,1826 ,1190 ,0 
,,3503,255840 ,128360 ,126056 ,128342 ,124881 ,63729 ,17224 ,18660.707 ,8558 ,6996 ,3101.287 ,3454 ,2161 ,997 ,0 
,,3504,244676 ,119092 ,115380 ,119092 ,115864 ,57431 ,16911 ,15128.259 ,8570 ,6089 ,2812.739 ,6233 ,1749 ,940 ,0 
,35201,3504,216277 ,102597 ,99284 ,102598 ,100017 ,47240 ,15039 ,13518.930 ,7782 ,5637 ,2577.069 ,5755 ,1591 ,877 ,0 
,35202,3503,136973 ,64705 ,63727 ,64700 ,63204 ,31017 ,8465 ,9569.212 ,4743 ,4071 ,1708.787 ,1834 ,1230 ,566 ,0 
,35203,,158528 ,78141 ,76684 ,78149 ,76574 ,38212 ,9136 ,12485.473 ,5982 ,4154 ,2315.526 ,2523 ,1099 ,667 ,0 
,35203-1,3501,153716 ,75413 ,74009 ,75422 ,73919 ,36730 ,8776 ,12111.723 ,5876 ,3957 ,2274.276 ,2476 ,1066 ,652 ,0 
,35203-3,3503,4812 ,2728 ,2675 ,2727 ,2655 ,1482 ,360 ,373.750 ,106 ,197 ,41.250 ,47 ,33 ,15 ,0 
,35204,3503,39577 ,22027 ,21385 ,22025 ,21360 ,11690 ,3315 ,2964.559 ,1317 ,766 ,432.440 ,534 ,206 ,135 ,0 
,35206,3501,96434 ,45729 ,44909 ,45729 ,44730 ,22096 ,7182 ,6588.489 ,3236 ,1926 ,1329.510 ,1382 ,574 ,416 ,0 
,35207,3502,47032 ,22715 ,22158 ,22716 ,22259 ,10712 ,3682 ,2984.518 ,1826 ,1114 ,829.481 ,634 ,261 ,216 ,0 
,35208,3502,110766 ,55715 ,54343 ,55723 ,54331 ,26320 ,8452 ,7641.187 ,3933 ,3794 ,1589.812 ,1519 ,625 ,457 ,0 
,35210,3502,42701 ,22851 ,22284 ,22846 ,22330 ,10771 ,3146 ,3438.325 ,1828 ,1250 ,693.674 ,727 ,294 ,182 ,0 
,35211,3504,28399 ,16495 ,16096 ,16494 ,15847 ,10191 ,1872 ,1609.329 ,788 ,452 ,235.670 ,478 ,158 ,63 ,0 
,35212,3502,26566 ,14364 ,14043 ,14368 ,13987 ,7082 ,1820 ,2148.563 ,1052 ,798 ,368.436 ,414 ,192 ,112 ,0 
,35213,3503,20272 ,12406 ,12173 ,12399 ,11882 ,6636 ,1660 ,1667.349 ,570 ,564 ,224.650 ,317 ,157 ,86 ,0 
,35215,,118517 ,57778 ,56674 ,57778 ,56612 ,26594 ,9343 ,8786.040 ,4674 ,2586 ,1677.958 ,1690 ,695 ,566 ,0 
,35215-1,3501,105832 ,51604 ,50648 ,51607 ,50556 ,23715 ,8218 ,7953.864 ,4255 ,2244 ,1523.135 ,1513 ,617 ,517 ,0 
,35215-2,3502,12685 ,6174 ,6026 ,6171 ,6056 ,2879 ,1125 ,832.176 ,419 ,342 ,154.823 ,177 ,78 ,49 ,0 
,35216,3503,51427 ,24475 ,24121 ,24472 ,23834 ,11696 ,3194 ,3877.158 ,1730 ,1310 ,643.841 ,674 ,520 ,189 ,0 
,35305,3502,13535 ,8165 ,8009 ,8167 ,7836 ,4297 ,1125 ,1080.429 ,438 ,439 ,114.570 ,207 ,93 ,42 ,0 
,35321,3502,4855 ,2446 ,2368 ,2447 ,2405 ,1188 ,311 ,347.466 ,199 ,141 ,77.533 ,85 ,42 ,14 ,0 
,35341,3502,2335 ,1524 ,1499 ,1523 ,1442 ,846 ,164 ,174.534 ,58 ,67 ,11.465 ,42 ,72 ,7 ,0 
,35343,3502,12773 ,7118 ,6984 ,7120 ,6936 ,3845 ,692 ,1045.947 ,482 ,352 ,171.052 ,190 ,93 ,65 ,0 
,35344,3502,9982 ,5238 ,5136 ,5239 ,5080 ,2522 ,646 ,841.763 ,342 ,302 ,158.236 ,146 ,76 ,46 ,0 
,35502,3503,2779 ,2019 ,1975 ,2019 ,1946 ,1208 ,230 ,208.679 ,92 ,88 ,50.319 ,48 ,15 ,6 ,0 
,36000,,622785 ,335428 ,327948 ,335309 ,321600 ,115016 ,46420 ,50130.958 ,54800 ,22104 ,12517.019 ,12096 ,3765 ,4751 ,0 
,,3601,362130 ,202532 ,198745 ,202442 ,193597 ,68819 ,26955 ,27420.040 ,36140 ,14237 ,7533.949 ,7187 ,2285 ,3020 ,0 
,,3602,260655 ,132896 ,129203 ,132867 ,128003 ,46197 ,19465 ,22710.918 ,18660 ,7867 ,4983.070 ,4909 ,1480 ,1731 ,0 
,36201,3601,212049 ,111141 ,108899 ,111098 ,107152 ,36693 ,14013 ,14888.296 ,21450 ,8686 ,4379.703 ,4136 ,1143 ,1763 ,0 
,36202,3602,48215 ,22943 ,22208 ,22944 ,22170 ,7779 ,3036 ,3767.652 ,3889 ,1310 ,936.347 ,873 ,246 ,333 ,0 
,36203,3601,31818 ,18371 ,18050 ,18366 ,17448 ,6138 ,2617 ,2406.499 ,3247 ,1295 ,649.500 ,596 ,241 ,258 ,0 
,36204,3601,60439 ,36598 ,36032 ,36581 ,34554 ,12523 ,4820 ,5063.078 ,6177 ,2305 ,1341.921 ,1286 ,418 ,620 ,0 
,36205,3602,34372 ,18033 ,17460 ,18029 ,17546 ,5827 ,2671 ,3581.934 ,2488 ,1238 ,659.065 ,643 ,211 ,227 ,0 
,36206,3602,31072 ,14632 ,14289 ,14626 ,14100 ,4978 ,2159 ,2592.159 ,2061 ,878 ,565.840 ,538 ,151 ,177 ,0 
,36207,3602,24185 ,13276 ,12910 ,13274 ,12639 ,4775 ,2315 ,2343.355 ,1526 ,487 ,454.644 ,431 ,174 ,133 ,0 
,36208,3602,21610 ,12740 ,12526 ,12734 ,12187 ,5230 ,2084 ,2084.098 ,923 ,665 ,465.901 ,428 ,174 ,133 ,0 
,36301,3601,4408 ,2839 ,2771 ,2830 ,2618 ,1123 ,358 ,372.279 ,361 ,191 ,91.720 ,68 ,32 ,21 ,0 
,36302,3601,1349 ,947 ,922 ,948 ,906 ,352 ,193 ,133.612 ,104 ,41 ,18.387 ,38 ,17 ,9 ,0 
,36321,3601,1978 ,1368 ,1343 ,1366 ,1280 ,526 ,163 ,206.861 ,178 ,91 ,42.138 ,33 ,26 ,14 ,0 
,36341,3601,21423 ,12682 ,12479 ,12680 ,12162 ,4862 ,1545 ,1891.625 ,2052 ,624 ,457.374 ,405 ,144 ,181 ,0 
,36342,3601,4592 ,2909 ,2851 ,2909 ,2654 ,1161 ,409 ,363.708 ,363 ,82 ,90.291 ,135 ,33 ,17 ,0 
,36368,3601,7022 ,4510 ,4450 ,4503 ,4221 ,1565 ,808 ,644.162 ,572 ,297 ,110.837 ,131 ,57 ,36 ,0 
,36383,3601,3535 ,2366 ,2322 ,2364 ,2234 ,766 ,455 ,303.989 ,332 ,156 ,79.010 ,79 ,37 ,26 ,0 
,36387,3601,5667 ,3718 ,3647 ,3717 ,3518 ,1400 ,505 ,517.226 ,570 ,188 ,120.773 ,113 ,68 ,36 ,0 
,36388,3601,7850 ,5083 ,4979 ,5080 ,4850 ,1710 ,1069 ,628.705 ,734 ,281 ,152.295 ,167 ,69 ,39 ,0 
,36401,3602,12377 ,5927 ,5741 ,5928 ,5742 ,2163 ,789 ,901.090 ,1007 ,304 ,192.909 ,211 ,66 ,108 ,0 
,36402,3602,19062 ,9772 ,9421 ,9770 ,9403 ,3262 ,1227 ,1719.839 ,1719 ,487 ,414.160 ,362 ,84 ,128 ,0 
,36403,3602,29019 ,13969 ,13592 ,13966 ,13529 ,4298 ,1944 ,2222.109 ,2425 ,978 ,599.890 ,680 ,133 ,249 ,0 
,36404,3602,11314 ,5529 ,5359 ,5529 ,5271 ,1702 ,705 ,883.276 ,809 ,598 ,188.723 ,228 ,61 ,96 ,0 
,36405,3602,10025 ,4720 ,4607 ,4717 ,4539 ,1591 ,632 ,832.267 ,693 ,365 ,164.732 ,158 ,51 ,52 ,0 
,36468,3602,7481 ,4609 ,4471 ,4605 ,4370 ,1928 ,841 ,637.538 ,415 ,226 ,114.461 ,138 ,41 ,29 ,0 
,36489,3602,11923 ,6746 ,6619 ,6745 ,6507 ,2664 ,1062 ,1145.601 ,705 ,331 ,226.398 ,219 ,88 ,66 ,0 
,37000,,812059 ,455496 ,444220 ,455453 ,443079 ,176572 ,51723 ,58071.716 ,38752 ,20013 ,72739.265 ,11208 ,8995 ,5005 ,0 
,,3701,313296 ,180200 ,176982 ,180175 ,175668 ,65489 ,19895 ,32944.864 ,18427 ,8419 ,20559.132 ,4793 ,2936 ,2205 ,0 
,,3702,258730 ,151438 ,148864 ,151491 ,147241 ,57578 ,17669 ,11586.316 ,9346 ,5721 ,38274.676 ,3061 ,2578 ,1427 ,0 
,,3703,240033 ,123858 ,118374 ,123787 ,120170 ,53505 ,14159 ,13540.536 ,10979 ,5873 ,13905.457 ,3354 ,3481 ,1373 ,0 
,37201,,353540 ,199997 ,196266 ,199974 ,195356 ,72491 ,21955 ,33071.978 ,19488 ,9392 ,28144.020 ,4968 ,3333 ,2513 ,0 
,37201-1,3701,286624 ,162371 ,159495 ,162347 ,158572 ,58598 ,17470 ,29458.259 ,16838 ,7622 ,19797.740 ,4114 ,2553 ,2121 ,0 
,37201-2,3702,66916 ,37626 ,36771 ,37627 ,36784 ,13893 ,4485 ,3613.719 ,2650 ,1770 ,8346.280 ,854 ,780 ,392 ,0 
,37202,,92520 ,47236 ,45623 ,47240 ,46076 ,19150 ,5401 ,4929.887 ,4037 ,2024 ,7601.111 ,1247 ,1138 ,548 ,0 
,37202-2,3702,23630 ,13291 ,13111 ,13364 ,13025 ,5494 ,1517 ,972.007 ,817 ,528 ,3066.992 ,269 ,241 ,120 ,0 
,37202-3,3703,68890 ,33945 ,32512 ,33876 ,33051 ,13656 ,3884 ,3957.880 ,3220 ,1496 ,4534.119 ,978 ,897 ,428 ,0 
,37203,3702,43657 ,25662 ,25300 ,25657 ,24988 ,10819 ,2945 ,1724.318 ,1455 ,913 ,5997.681 ,459 ,441 ,234 ,0 
,37204,3703,26380 ,13608 ,13009 ,13608 ,13281 ,6485 ,1419 ,1424.987 ,1030 ,662 ,1380.012 ,376 ,358 ,146 ,0 
,37205,3703,49481 ,26412 ,25149 ,26408 ,25421 ,11587 ,3231 ,2805.730 ,2435 ,1304 ,2379.269 ,779 ,609 ,291 ,0 
,37206,3702,40686 ,24875 ,24461 ,24864 ,23941 ,8615 ,2697 ,1510.419 ,1184 ,670 ,8270.580 ,451 ,337 ,206 ,0 
,37207,3702,25910 ,15722 ,15474 ,15719 ,15153 ,5657 ,2183 ,962.231 ,883 ,530 ,4272.768 ,314 ,225 ,126 ,0 
,37208,3703,53874 ,28567 ,27312 ,28568 ,27732 ,12558 ,3300 ,3032.210 ,2521 ,1338 ,2968.789 ,698 ,1028 ,288 ,0 
,37322,3701,11712 ,8019 ,7840 ,8018 ,7645 ,3129 ,1053 ,1676.072 ,690 ,361 ,327.927 ,237 ,138 ,33 ,0 
,37324,3701,12308 ,8085 ,7953 ,8085 ,7786 ,3182 ,1021 ,1467.237 ,750 ,393 ,336.762 ,386 ,208 ,42 ,0 
,37341,3702,23089 ,13610 ,13405 ,13610 ,13201 ,4848 ,1579 ,1188.491 ,978 ,549 ,3446.508 ,270 ,208 ,134 ,0 
,37364,3701,2652 ,1725 ,1694 ,1725 ,1665 ,580 ,351 ,343.296 ,149 ,43 ,96.703 ,56 ,37 ,9 ,0 
,37386,3702,14781 ,8103 ,7977 ,8102 ,7922 ,3142 ,1011 ,617.224 ,654 ,269 ,1781.775 ,206 ,127 ,114 ,0 
,37387,3702,20061 ,12549 ,12365 ,12548 ,12227 ,5110 ,1252 ,997.907 ,725 ,492 ,3092.092 ,238 ,219 ,101 ,0 
,37403,3703,7547 ,4059 ,3880 ,4060 ,3920 ,1758 ,405 ,460.337 ,342 ,224 ,499.662 ,96 ,95 ,40 ,0 
,37404,3703,18689 ,9568 ,9074 ,9568 ,9321 ,4060 ,978 ,1127.192 ,856 ,457 ,1187.807 ,243 ,302 ,110 ,0 
,37406,3703,15172 ,7699 ,7438 ,7699 ,7444 ,3401 ,942 ,732.200 ,575 ,392 ,955.799 ,184 ,192 ,70 ,0 
,38000,,1141394 ,627491 ,614479 ,627377 ,605747 ,248667 ,86089 ,112546.687 ,60253 ,31689 ,26877.292 ,19734 ,12418 ,7473 ,0 
,,3801,385321 ,200748 ,196724 ,200707 ,195041 ,76240 ,26811 ,38040.135 ,21736 ,10271 ,8534.864 ,6940 ,3581 ,2887 ,0 
,,3802,249121 ,131354 ,126739 ,131350 ,126637 ,51539 ,18030 ,19151.722 ,13828 ,7165 ,8518.272 ,4194 ,2613 ,1598 ,0 
,,3803,260288 ,149455 ,147863 ,149407 ,143952 ,57614 ,18989 ,33207.387 ,12914 ,7026 ,5260.610 ,4254 ,2987 ,1700 ,0 
,,3804,246664 ,145934 ,143153 ,145913 ,140117 ,63274 ,22259 ,22147.443 ,11775 ,7227 ,4563.546 ,4346 ,3237 ,1288 ,0 
,38201,,426917 ,221477 ,216772 ,221438 ,215240 ,84186 ,30092 ,41201.813 ,23738 ,11349 ,9967.185 ,7602 ,3961 ,3143 ,0 
,38201-1,3801,385321 ,200748 ,196724 ,200707 ,195041 ,76240 ,26811 ,38040.135 ,21736 ,10271 ,8534.864 ,6940 ,3581 ,2887 ,0 
,38201-2,3802,41596 ,20729 ,20048 ,20731 ,20199 ,7946 ,3281 ,3161.678 ,2002 ,1078 ,1432.321 ,662 ,380 ,256 ,0 
,38202,3802,130957 ,67099 ,64508 ,67094 ,64198 ,26449 ,9045 ,9101.104 ,7458 ,3802 ,4116.895 ,2050 ,1392 ,784 ,0 
,38203,3804,62552 ,35339 ,34729 ,35335 ,34031 ,14023 ,6882 ,5148.003 ,3083 ,1751 ,1023.996 ,1051 ,752 ,317 ,0 
,38204,3804,28114 ,16127 ,15819 ,16120 ,15503 ,7086 ,2207 ,2647.417 ,1314 ,740 ,566.582 ,479 ,329 ,134 ,0 
,38205,3803,98344 ,54860 ,54267 ,54846 ,52930 ,19507 ,7586 ,12636.143 ,4902 ,2902 ,1877.856 ,1541 ,1319 ,659 ,0 
,38206,3803,89974 ,51834 ,51268 ,51829 ,49914 ,19512 ,6136 ,12344.998 ,4565 ,2076 ,2023.001 ,1630 ,1044 ,583 ,0 
,38207,3804,35516 ,19507 ,19162 ,19505 ,18861 ,8873 ,2520 ,3051.468 ,1532 ,1017 ,659.531 ,594 ,420 ,194 ,0 
,38210,3804,30666 ,17470 ,17020 ,17468 ,16961 ,7742 ,2255 ,2832.302 ,1622 ,643 ,659.697 ,596 ,414 ,197 ,0 
,38213,3803,71970 ,42761 ,42328 ,42732 ,41108 ,18595 ,5267 ,8226.246 ,3447 ,2048 ,1359.753 ,1083 ,624 ,458 ,0 
,38214,3804,31450 ,19458 ,19120 ,19454 ,18545 ,8289 ,2726 ,2978.592 ,1557 ,1125 ,581.407 ,575 ,554 ,159 ,0 
,38215,3802,28044 ,15335 ,14866 ,15336 ,14893 ,5874 ,1996 ,2445.833 ,1577 ,896 ,1081.166 ,534 ,290 ,199 ,0 
,38356,3802,5498 ,3936 ,3837 ,3936 ,3773 ,1875 ,578 ,423.113 ,323 ,153 ,195.886 ,108 ,65 ,52 ,0 
,38386,3804,6987 ,4489 ,4359 ,4491 ,4287 ,2190 ,604 ,572.577 ,270 ,274 ,113.422 ,133 ,98 ,32 ,0 
,38401,3802,25533 ,14386 ,13906 ,14386 ,13981 ,5552 ,1762 ,2436.387 ,1529 ,684 ,1031.612 ,525 ,272 ,189 ,0 
,38402,3802,17493 ,9869 ,9574 ,9867 ,9593 ,3843 ,1368 ,1583.607 ,939 ,552 ,660.392 ,315 ,214 ,118 ,0 
,38422,3804,13763 ,8186 ,8032 ,8185 ,7881 ,3925 ,984 ,1144.446 ,544 ,568 ,247.553 ,235 ,170 ,63 ,0 
,38442,3804,7865 ,5083 ,4978 ,5082 ,4769 ,2620 ,629 ,696.539 ,293 ,186 ,133.460 ,113 ,55 ,43 ,0 
,38484,3804,3282 ,2316 ,2283 ,2316 ,2152 ,1044 ,314 ,377.866 ,127 ,92 ,55.133 ,63 ,65 ,14 ,0 
,38488,3804,8418 ,5639 ,5543 ,5639 ,5334 ,2291 ,923 ,926.938 ,409 ,274 ,180.061 ,148 ,140 ,42 ,0 
,38506,3804,18051 ,12320 ,12108 ,12318 ,11793 ,5191 ,2215 ,1771.295 ,1024 ,557 ,342.704 ,359 ,240 ,93 ,0 
,39000,,598020 ,342923 ,338183 ,342832 ,328061 ,124550 ,49175 ,71121.335 ,20021 ,34215 ,9948.631 ,9903 ,5071 ,4056 ,0 
,,3901,310468 ,166090 ,162987 ,166056 ,160276 ,59315 ,23825 ,33137.649 ,11257 ,17614 ,5248.335 ,5225 ,2481 ,2173 ,0 
,,3902,287552 ,176833 ,175196 ,176776 ,167785 ,65235 ,25350 ,37983.686 ,8764 ,16601 ,4700.296 ,4678 ,2590 ,1883 ,0 
,39201,,274363 ,146347 ,144114 ,146297 ,141834 ,49805 ,21015 ,31145.828 ,10029 ,16509 ,4571.170 ,4688 ,2090 ,1981 ,0 
,39201-1,3901,171088 ,89547 ,87858 ,89516 ,86986 ,31137 ,12357 ,18576.598 ,6689 ,9718 ,2915.401 ,3012 ,1265 ,1316 ,0 
,39201-2,3902,103275 ,56800 ,56256 ,56781 ,54848 ,18668 ,8658 ,12569.230 ,3340 ,6791 ,1655.769 ,1676 ,825 ,665 ,0 
,39202,3901,11345 ,5638 ,5542 ,5637 ,5317 ,2109 ,1071 ,1025.134 ,343 ,330 ,141.865 ,156 ,86 ,55 ,0 
,39203,3901,14727 ,7451 ,7277 ,7453 ,7082 ,2661 ,1181 ,1432.284 ,378 ,840 ,202.715 ,193 ,109 ,85 ,0 
,39204,3901,39321 ,19950 ,19533 ,19952 ,19163 ,7011 ,2733 ,3997.897 ,1372 ,2167 ,664.102 ,614 ,393 ,211 ,0 
,39205,3902,22720 ,13552 ,13419 ,13546 ,12954 ,5266 ,1697 ,3004.155 ,669 ,1219 ,383.844 ,369 ,156 ,190 ,0 
,39206,3902,17858 ,10907 ,10811 ,10905 ,10228 ,4194 ,1297 ,2476.783 ,542 ,966 ,251.216 ,236 ,146 ,119 ,0 
,39208,3902,17073 ,11308 ,11205 ,11307 ,10478 ,4309 ,1733 ,2345.944 ,542 ,653 ,285.055 ,261 ,224 ,125 ,0 
,39209,3902,11529 ,8275 ,8188 ,8271 ,7715 ,2768 ,1373 ,2016.253 ,291 ,651 ,171.746 ,182 ,185 ,77 ,0 
,39210,3902,28357 ,18541 ,18348 ,18535 ,17253 ,7393 ,2316 ,3558.789 ,763 ,1820 ,439.210 ,463 ,318 ,182 ,0 
,39211,3901,27829 ,15468 ,15214 ,15467 ,14979 ,5586 ,2481 ,3135.643 ,976 ,1362 ,533.356 ,498 ,197 ,210 ,0 
,39212,3901,22226 ,13361 ,13129 ,13360 ,12839 ,4761 ,1749 ,2499.496 ,776 ,1874 ,402.503 ,404 ,207 ,166 ,0 
,39301,3901,2084 ,1169 ,1144 ,1168 ,1113 ,463 ,244 ,207.128 ,71 ,52 ,35.871 ,21 ,13 ,6 ,0 
,39302,3901,2726 ,1512 ,1479 ,1512 ,1431 ,576 ,274 ,250.305 ,75 ,149 ,33.694 ,38 ,20 ,15 ,0 
,39303,3901,2270 ,1375 ,1349 ,1375 ,1323 ,485 ,252 ,236.683 ,77 ,185 ,36.316 ,18 ,18 ,15 ,0 
,39304,3901,2273 ,1330 ,1308 ,1329 ,1253 ,561 ,234 ,218.112 ,61 ,93 ,31.887 ,27 ,14 ,13 ,0 
,39305,3901,1104 ,743 ,733 ,743 ,704 ,311 ,112 ,159.401 ,28 ,44 ,19.598 ,9 ,13 ,8 ,0 
,39306,3901,737 ,520 ,513 ,520 ,497 ,175 ,129 ,112.000 ,24 ,16 ,14.000 ,16 ,6 ,5 ,0 
,39307,3901,3071 ,1661 ,1637 ,1659 ,1608 ,686 ,243 ,244.813 ,94 ,192 ,56.186 ,45 ,29 ,18 ,0 
,39341,3901,2975 ,1936 ,1910 ,1936 ,1850 ,854 ,198 ,326.511 ,81 ,220 ,51.488 ,67 ,34 ,18 ,0 
,39344,3901,3115 ,2007 ,1975 ,2007 ,1823 ,904 ,259 ,300.878 ,89 ,162 ,35.121 ,31 ,24 ,18 ,0 
,39363,3901,3253 ,2177 ,2149 ,2177 ,2078 ,903 ,286 ,372.579 ,117 ,198 ,71.420 ,68 ,51 ,11 ,0 
,39364,3901,324 ,245 ,237 ,245 ,230 ,132 ,22 ,42.187 ,6 ,12 ,2.812 ,8 ,2 ,3 ,0 
,39386,3902,19413 ,12250 ,12159 ,12248 ,11735 ,4623 ,1569 ,2765.188 ,667 ,1065 ,361.811 ,345 ,185 ,154 ,0 
,39387,3902,4572 ,3199 ,3175 ,3198 ,2983 ,1496 ,425 ,578.241 ,119 ,186 ,72.758 ,60 ,25 ,21 ,0 
,39401,3902,5691 ,3558 ,3544 ,3556 ,3315 ,1400 ,547 ,779.449 ,161 ,219 ,65.550 ,86 ,35 ,22 ,0 
,39402,3902,10758 ,6691 ,6633 ,6690 ,6358 ,2529 ,921 ,1359.879 ,361 ,639 ,197.120 ,198 ,91 ,62 ,0 
,39403,3902,4770 ,3055 ,3022 ,3052 ,2885 ,1280 ,565 ,520.363 ,134 ,209 ,73.636 ,55 ,23 ,25 ,0 
,39405,3902,2956 ,2369 ,2346 ,2369 ,2219 ,1198 ,407 ,298.046 ,71 ,114 ,51.953 ,47 ,22 ,10 ,0 
,39410,3902,4362 ,2722 ,2685 ,2722 ,2526 ,998 ,466 ,571.992 ,112 ,204 ,56.007 ,67 ,28 ,23 ,0 
,39411,3902,4910 ,3549 ,3514 ,3548 ,3318 ,1581 ,415 ,716.124 ,133 ,210 ,110.875 ,86 ,38 ,28 ,0 
,39412,3902,14275 ,9600 ,9517 ,9594 ,9093 ,3597 ,1283 ,2197.206 ,418 ,815 ,292.793 ,260 ,132 ,98 ,0 
,39424,3902,4284 ,3110 ,3080 ,3109 ,2947 ,994 ,759 ,581.063 ,131 ,301 ,72.936 ,67 ,28 ,13 ,0 
,39427,3902,1322 ,1065 ,1062 ,1065 ,998 ,394 ,171 ,292.665 ,27 ,54 ,14.334 ,23 ,13 ,9 ,0 
,39428,3902,9427 ,6282 ,6232 ,6280 ,5932 ,2547 ,748 ,1352.316 ,283 ,485 ,143.683 ,197 ,116 ,60 ,0 
,40000,,4227512 ,2203430 ,2139326 ,2203273 ,2143861 ,706799 ,371843 ,414722.493 ,237590 ,139724 ,93864.435 ,92833 ,53427 ,33058 ,0 
,,4001,453215 ,215546 ,209276 ,215537 ,210238 ,68129 ,32420 ,37056.523 ,29806 ,14048 ,10778.475 ,9729 ,4136 ,4135 ,0 
,,4002,449552 ,241890 ,237942 ,241870 ,236221 ,80793 ,29140 ,51081.994 ,32657 ,13036 ,11705.003 ,10031 ,3869 ,3908 ,0 
