CODE,POPULATION,HOUSE,MOVEIN1,BIRTH1,ADD1,MOVEOUT1,DEATH1,DELETE1,INCR1,SOC_INCR1,NAT_INCR1,INCR5,SOC_INCR5,NAT_INCR5,BIRTH5,DEATH5,INCR10,SOC_INCR10,NAT_INCR10,BIRTH10,DEATH10,FOREIGNER,POP_U15,POP_O15,POP_O65,AREA
dummy,,,,,,,,,,,,,,,,,,,,,,,,,,
01693,5123,2372,167,33,203,266,57,323,-120,-99,-24,-288,-166,-126,198,324,-638,-342,-310,390,700,79,634,2901,1588,624.69
01694,4766,2082,121,19,141,265,65,330,-189,-144,-46,-712,-523,-207,139,346,-1240,-996,-307,352,659,39,493,2745,1489,397.72
01695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.57
01696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535.35
01697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,954.55
01698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.82
01699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968.32
01700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,756.61
02201,278446,137347,7000,1499,8662,7783,3585,11448,-2786,-783,-2086,-14620,-5316,-9291,8641,17932,-26841,-11469,-16329,18822,35151,1068,29928,161087,87431,824.61
02202,168479,80439,4621,1041,5728,4934,2447,7461,-1733,-313,-1406,-8710,-2213,-6330,5553,11883,-15669,-4371,-11698,11569,23267,755,17904,96019,54556,524.2
02203,225845,109504,6274,1379,7784,6770,2775,9751,-1967,-496,-1396,-10033,-3658,-5977,7833,13810,-16194,-6909,-9485,16887,26372,1228,25869,130168,69808,305.56
02204,32530,13831,630,163,802,862,487,1356,-554,-232,-324,-2472,-1007,-1444,920,2364,-4679,-2078,-2657,2090,4747,126,3217,18367,10946,217.05
02205,53204,25637,1356,255,1620,1563,800,2381,-761,-207,-545,-4106,-1462,-2555,1431,3986,-7792,-3038,-4693,3160,7853,108,4955,29570,18679,404.2
02206,60345,27871,1595,320,1938,1758,859,2660,-722,-163,-539,-3099,-759,-2309,1842,4151,-6075,-2316,-3959,3983,7942,338,6487,33504,20354,725.65
02207,39323,19497,2038,326,2402,2392,403,2805,-403,-354,-77,-1683,-1379,-409,1728,2137,-3270,-3366,-386,3780,4166,632,5166,23797,10360,119.87
02208,55931,28890,1946,286,2264,2276,827,3123,-859,-330,-541,-4757,-2461,-2381,1707,4088,-8476,-4666,-4084,3921,8005,158,5834,31346,18751,864.12
02209,31413,13615,620,134,767,860,488,1352,-585,-240,-354,-2986,-1128,-1898,786,2684,-5920,-2365,-3645,1743,5388,100,2929,16503,11981,253.55
02210,30708,12099,615,153,779,694,483,1183,-404,-79,-330,-1732,-216,-1489,829,2318,-3301,-604,-2729,1855,4584,62,3318,16802,10526,346.01
02301,10639,4883,162,33,198,256,173,433,-235,-94,-140,-1090,-395,-680,232,912,-2476,-1051,-1421,532,1953,40,911,5335,4353,217.09
02303,2495,1401,52,7,60,75,65,142,-82,-23,-58,-427,-106,-330,31,361,-947,-316,-654,59,713,5,111,1017,1362,125.27
02304,2687,1140,28,3,31,55,52,107,-76,-27,-49,-309,-99,-211,59,270,-562,-182,-394,145,539,2,268,1320,1097,80.84
02307,5734,2823,115,8,128,169,121,295,-167,-54,-113,-913,-315,-593,55,648,-1967,-812,-1173,168,1341,49,287,2559,2839,230.3
02321,9472,4523,175,25,200,249,207,458,-258,-74,-182,-1302,-486,-813,176,989,-2644,-1070,-1597,402,1999,31,691,4614,4136,343.08
02323,7787,3665,108,20,128,183,175,360,-232,-75,-155,-1148,-389,-759,121,880,-2316,-855,-1475,271,1746,21,491,3442,3833,488.9
02343,1327,554,15,4,26,31,27,58,-32,-16,-23,-93,1,-101,32,133,-259,-76,-192,79,271,0,149,644,534,246.02
02361,14812,6111,354,99,457,413,214,628,-171,-59,-115,-669,-73,-623,497,1120,-1356,-200,-1212,995,2207,23,1692,8284,4813,37.29
02362,9182,4187,154,35,191,231,171,404,-213,-77,-136,-1128,-413,-727,187,914,-2454,-1005,-1482,385,1867,3,660,4532,3987,163.43
02367,7699,2834,193,49,244,209,123,332,-88,-16,-74,-418,-51,-375,239,614,-717,-85,-661,522,1183,12,856,4106,2725,22.35
02381,13211,5453,262,59,330,335,229,567,-237,-73,-170,-1171,-448,-728,342,1070,-2303,-867,-1468,749,2217,24,1238,7013,4936,41.88
02384,12499,5411,226,49,276,282,189,472,-196,-56,-140,-1126,-420,-706,313,1019,-1980,-630,-1400,710,2110,15,1249,6637,4598,46.43
02387,10568,5076,169,33,204,294,230,527,-323,-125,-197,-1344,-541,-809,228,1037,-2821,-1277,-1578,474,2052,80,810,5181,4577,216.34
02401,12894,6482,342,38,385,380,200,585,-200,-38,-162,-1082,-365,-712,296,1008,-1960,-775,-1232,727,1959,173,1109,6859,4926,81.68
02402,15143,6822,345,64,409,384,303,690,-281,-39,-239,-1395,-404,-988,342,1330,-2773,-1043,-1781,767,2548,71,1385,7574,6184,337.23
02405,10948,4527,337,69,406,343,141,491,-85,-6,-72,11,372,-339,383,722,420,1055,-661,740,1401,90,1422,5876,3650,83.89
02406,4376,2101,123,14,137,121,74,200,-63,2,-60,-399,-55,-308,93,401,-808,-185,-597,214,811,75,352,2231,1718,126.38
02408,17154,7302,360,104,468,451,288,745,-277,-91,-184,-1396,-550,-861,538,1399,-2685,-1154,-1623,1168,2791,146,1758,9016,6380,326.5
02411,10131,4913,429,60,492,480,133,626,-134,-51,-73,-505,-228,-214,381,595,-1202,-799,-367,842,1209,111,1092,6273,2766,252.68
02412,25288,10548,1043,187,1250,954,288,1255,-5,89,-101,34,441,-398,967,1365,99,596,-634,1966,2600,261,3471,14955,6862,71.96
02423,5125,2511,158,28,190,221,80,302,-112,-63,-52,-584,-341,-257,140,397,-1220,-755,-509,325,834,14,537,2818,1756,52.1
02424,6153,2810,175,34,210,258,129,387,-177,-83,-95,-735,-361,-394,176,570,-1184,-613,-605,430,1035,10,626,3284,2233,295.27
02425,1796,902,28,7,35,47,47,94,-59,-19,-40,-313,-131,-186,26,212,-685,-330,-360,63,423,2,128,851,815,69.55
02426,1912,940,32,6,38,45,41,86,-48,-13,-35,-325,-134,-196,35,231,-588,-230,-368,76,444,1,124,905,882,135.04
02441,9690,4240,190,45,238,273,163,443,-205,-83,-118,-1160,-416,-746,208,954,-2294,-996,-1360,477,1837,61,845,4836,4009,151.79
02442,16679,7024,314,72,388,437,284,727,-339,-123,-212,-1590,-555,-1033,387,1420,-2932,-1067,-1898,861,2759,72,1442,8567,6670,177.67
02443,5282,2141,71,22,94,114,92,206,-112,-43,-70,-706,-260,-453,116,569,-1405,-560,-878,240,1118,13,423,2593,2253,241.98
02445,17569,7486,410,72,482,460,322,783,-301,-50,-250,-1774,-509,-1268,396,1664,-3327,-1134,-2267,890,3157,43,1567,9131,6828,153.12
02446,13232,6000,382,62,447,427,190,619,-172,-45,-128,-830,-292,-536,337,873,-1434,-548,-921,728,1649,79,1281,7631,4320,94
02450,2359,919,31,8,39,49,52,101,-62,-18,-44,-313,-93,-219,44,263,-695,-271,-431,91,522,7,172,1045,1135,150.77
03201,286820,136942,11122,1890,13107,11448,3148,14757,-1650,-326,-1258,-7286,-2166,-4858,10559,15417,-5791,258,-6763,22756,29519,1615,34736,172108,79976,886.47
03202,50562,23428,1119,265,1389,1678,871,2571,-1182,-559,-606,-5469,-2507,-2898,1533,4431,-9674,-4375,-5344,3396,8740,157,5035,26337,19190,1259.15
03203,35107,14868,888,163,1072,1196,574,1814,-742,-308,-411,-3314,-1015,-1985,988,2973,-5416,-1515,-3600,2179,5779,326,3384,18480,13243,322.51
03205,94438,38085,2371,496,2908,2286,1405,3705,-797,85,-909,-4537,-178,-4406,2772,7178,-8176,-1094,-7469,6103,13572,490,10335,51792,32311,908.39
03206,92370,39403,3402,567,3998,3082,1065,4174,-176,320,-498,-1322,724,-2051,3249,5300,-1004,1327,-2733,7199,9932,760,11449,55375,25546,437.55
03207,34094,15653,826,191,1031,1116,493,1633,-602,-290,-302,-2628,-1149,-1441,1037,2478,-4266,-2102,-2312,2406,4718,310,3747,18994,11353,623.5
03208,26013,10702,480,128,612,645,506,1154,-542,-165,-378,-2679,-817,-1847,687,2534,-4153,-966,-3246,1569,4815,179,2567,13023,10423,825.97
03209,113604,46311,2283,553,2864,2866,1784,4686,-1822,-583,-1231,-9040,-2360,-6475,3081,9556,-15592,-4024,-11959,6983,18942,846,11637,60110,41857,1256.42
03210,18637,7621,435,95,535,467,353,829,-294,-32,-258,-1562,-351,-1130,469,1599,-5578,-1705,-3832,967,4799,179,1643,9632,7362,231.94
03211,32176,16113,832,130,971,1138,606,1772,-801,-306,-476,-3665,-1362,-2226,866,3092,-7609,-2843,-4726,1990,6716,253,2962,16415,12799,440.35
03213,26138,11840,577,122,715,732,401,1153,-438,-155,-279,-2363,-836,-1505,699,2204,-4264,-1694,-2701,1637,4338,203,2550,13812,9776,420.42
03214,24788,10559,555,83,650,698,416,1138,-488,-143,-333,-2392,-692,-1654,572,2226,-4591,-1716,-2948,1305,4253,136,2149,12554,10085,862.3
03215,114644,45870,2349,629,3014,2698,1730,4452,-1438,-349,-1101,-6638,-1702,-4940,3500,8440,-11796,-3425,-8868,7780,16648,635,12673,61927,40044,993.3
03216,55605,23629,2619,407,3037,2374,481,2880,157,245,-74,449,659,-183,2091,2274,1838,1531,235,4493,4258,259,7687,33780,14138,182.46
03301,16113,6370,321,65,389,382,273,661,-272,-61,-208,-1237,-375,-837,416,1253,-2267,-754,-1530,904,2434,49,1598,8356,6110,608.82
03302,5874,2704,102,22,125,146,122,268,-143,-44,-100,-812,-269,-547,108,655,-1637,-503,-1166,260,1426,25,412,2652,2785,434.96
03303,12826,5461,294,65,364,418,247,675,-311,-124,-182,-1444,-568,-847,309,1156,-2763,-1251,-1599,684,2283,160,1098,6653,5075,360.46
03321,33178,12500,1199,181,1389,910,412,1325,64,289,-231,-489,473,-984,961,1945,-1013,661,-1757,2068,3825,85,3988,18927,10263,238.98
03322,27133,10786,933,176,1135,1136,235,1379,-244,-203,-59,32,238,-247,997,1244,128,434,-458,1993,2451,112,3459,16434,7240,67.32
03366,5364,2258,80,13,93,140,125,266,-173,-60,-112,-746,-241,-496,92,588,-1497,-548,-973,215,1188,26,359,2292,2687,590.74
03381,15561,6193,578,105,686,539,197,747,-61,39,-92,-460,104,-501,558,1059,-740,82,-821,1162,1983,164,1847,8970,4744,179.76
03402,7330,2616,121,30,156,188,121,311,-155,-67,-91,-675,-279,-396,205,601,-1143,-426,-738,456,1194,45,778,3651,2856,63.39
03441,5225,2118,103,17,121,174,104,280,-159,-71,-87,-660,-129,-431,109,540,-1127,-191,-867,232,1099,100,376,2478,2371,334.84
03461,11417,5304,242,54,316,347,213,562,-246,-105,-159,-978,-326,-665,332,997,-4731,-2362,-2448,714,3162,54,1144,5876,4343,200.42
03482,15073,6526,331,72,406,426,234,663,-257,-95,-162,-1336,-505,-811,411,1222,-3844,-1866,-1966,848,2814,69,1388,7728,5957,262.81
03483,8870,4380,195,34,231,312,201,519,-288,-117,-167,-1199,-410,-761,229,990,-2321,-723,-1554,508,2062,81,732,4220,3918,992.36
03484,3193,1378,60,11,73,122,70,193,-120,-62,-59,-432,-167,-269,83,352,-765,-286,-489,207,696,29,302,1515,1347,156.19
03485,2570,1120,60,11,75,82,51,133,-58,-22,-40,-289,-109,-177,63,240,-489,-157,-333,137,470,21,225,1238,1086,69.66
03501,8773,3769,129,30,160,214,146,371,-211,-85,-116,-997,-350,-619,205,824,-1913,-735,-1189,425,1614,84,748,4341,3600,245.82
03503,4170,1666,98,19,118,106,60,168,-50,-8,-41,-265,-61,-199,127,326,-617,-266,-360,267,627,29,447,2126,1568,80.8
03506,5608,2175,107,11,119,118,89,217,-98,-11,-78,-545,-113,-386,116,502,-1036,-244,-765,294,1059,20,508,2651,2429,134.02
03507,16032,6815,250,53,310,425,286,714,-404,-175,-233,-1781,-668,-1065,317,1382,-3274,-1468,-1803,810,2613,65,1376,8199,6457,302.92
03524,11899,5637,189,43,234,298,244,545,-311,-109,-201,-1506,-484,-976,251,1227,-2670,-783,-1926,561,2487,166,991,5898,5010,300.03
04101,293003,153884,19995,1916,22247,19074,2716,22242,5,921,-800,741,4568,-2396,10455,12851,18431,19200,-2545,22316,24861,6524,34022,188346,70635,302.24
04102,190567,95582,13298,1694,15177,13120,1453,14825,352,178,241,1797,396,1613,9102,7489,6289,-82,4951,19471,14520,2226,24305,125256,41006,58.25
04103,137281,68461,9528,1108,10784,8685,1190,9968,816,843,-82,5120,4736,238,5950,5712,9398,7296,951,11991,11040,1457,17153,88942,31186,50.86
04104,232642,109427,13237,1886,15254,11747,2106,13965,1289,1490,-220,5897,6729,-725,9443,10168,14712,13572,-391,19272,19663,2000,29949,144358,58335,228.39
04105,212439,96295,10086,1316,11524,10255,1743,12114,-590,-169,-427,-4126,-2359,-1506,7067,8573,1346,931,-205,15719,15924,1426,25715,129055,57669,146.61
04202,140824,61869,3293,743,4074,3824,1971,5888,-1814,-531,-1228,-7974,-1972,-5395,4179,9574,-21489,-9510,-11857,9337,21194,1300,14853,78941,47030,554.55
04203,53474,23804,1801,244,2057,1756,712,2558,-501,45,-468,-2032,408,-2115,1438,3553,-3949,62,-3852,3054,6906,550,5513,29882,18079,17.37
04205,61445,26383,1268,248,1550,1722,977,2706,-1156,-454,-729,-5288,-1871,-3461,1491,4952,-12368,-5852,-6888,3320,10208,613,5409,32427,23609,332.44
04206,33082,14243,755,121,891,1032,470,1521,-630,-277,-349,-2511,-926,-1546,861,2407,-4690,-1907,-2898,1988,4886,246,3307,17913,11862,286.48
04207,79655,31982,3812,599,4443,3285,674,3985,458,527,-75,2531,2478,14,3284,3270,7474,6742,386,6786,6400,426,12104,49283,18268,98.18
04208,28212,11426,838,129,992,1032,464,1508,-516,-194,-335,-2217,-669,-1548,722,2270,-3573,-1016,-2720,1622,4342,237,2882,15244,10086,147.53
04209,62311,27454,3984,473,4503,4049,512,4608,-105,-65,-39,-102,-72,25,2714,2689,-128,-910,631,5717,5086,401,8291,38404,15616,19.69
04211,43917,18232,1980,327,2318,1938,449,2396,-78,42,-122,-357,26,-352,1707,2059,-139,128,-363,3579,3942,399,5856,26370,11691,60.45
04212,77392,27278,1290,390,1704,1727,1162,2908,-1204,-437,-772,-5424,-1787,-3677,2286,5963,-8660,-2199,-6769,5112,11881,396,8418,41731,27243,536.12
04213,65811,24939,1210,268,1512,1591,1210,2818,-1306,-381,-942,-5937,-1591,-4371,1586,5957,-10815,-3153,-7954,3702,11656,512,6279,33089,26443,804.97
04214,39588,16262,1341,245,1592,1306,462,1779,-187,35,-217,-682,149,-801,1383,2184,-2816,-1269,-1547,3005,4552,160,4836,23080,11672,101.3
04215,128297,52161,3808,745,4693,4115,1663,5840,-1147,-307,-918,-5661,-1740,-3910,4376,8286,-7547,-1490,-6482,9707,16189,815,15150,74133,39014,796.81
04216,52431,19652,1752,288,2063,1880,303,2199,-136,-128,-15,136,-224,365,1820,1455,4490,3070,1311,4035,2724,227,8452,32903,11076,49.18
04301,11706,4513,357,58,422,366,190,560,-138,-9,-132,-887,-273,-629,315,944,-1433,-337,-1162,735,1897,85,1196,6090,4420,152.83
04302,1321,635,50,4,56,63,42,111,-55,-13,-38,-202,-25,-170,25,195,-401,-78,-327,44,371,37,95,590,599,263.09
04321,23567,9933,984,153,1145,1028,253,1288,-143,-44,-100,-133,308,-440,857,1297,132,516,-477,1924,2401,127,3034,13976,6557,24.99
04322,10606,4045,240,40,280,316,158,474,-194,-76,-118,-909,-339,-569,264,833,-1536,-666,-901,656,1557,47,1081,5695,3783,78.38
04323,37598,16018,1814,214,2031,1597,423,2030,1,217,-209,-819,20,-793,1231,2024,-825,287,-1196,2716,3912,191,4369,21903,11326,54.03
04324,8593,3416,239,37,280,251,120,372,-92,-12,-83,-654,-196,-461,189,650,-1526,-605,-968,419,1387,142,757,4612,3224,270.77
04341,12904,5016,215,42,258,415,226,646,-388,-200,-184,-1592,-650,-936,272,1208,-2894,-1192,-1816,635,2451,172,1125,6333,5446,273.3
04361,33445,12787,1086,184,1282,1037,368,1414,-132,49,-184,-694,304,-1015,986,2001,-1853,-160,-1793,2070,3863,158,3806,19122,10517,73.6
04362,12081,4814,353,50,403,363,184,549,-146,-10,-134,-528,129,-627,275,902,-4036,-2598,-1493,583,2076,62,1093,6048,4940,64.58
04401,13678,5675,373,60,442,434,220,660,-218,-61,-160,-1169,-433,-727,327,1054,-1737,-393,-1392,678,2070,65,1241,7115,5322,53.56
04404,18445,6768,544,80,633,674,220,904,-271,-130,-140,-831,-224,-611,443,1054,-2341,-1375,-1061,943,2004,100,1950,10759,5736,13.19
04406,36027,13685,1399,230,1654,1441,260,1717,-63,-42,-30,-366,-418,27,1349,1322,1190,669,347,2842,2495,160,5152,22271,8604,44.89
04421,28327,12014,1369,235,1643,1611,262,1914,-271,-242,-27,19,119,-40,1318,1358,2942,2735,150,2741,2591,391,4160,17638,6529,225.49
04422,7932,2827,257,37,296,215,131,352,-56,42,-94,-551,-37,-495,188,683,-1102,-243,-865,476,1341,96,873,4071,2988,82.01
04424,5870,2096,160,40,200,218,97,315,-115,-58,-57,32,240,-187,216,403,427,728,-301,445,746,70,870,3266,1734,60.32
04444,6648,2079,133,35,171,203,98,302,-131,-70,-63,-632,-245,-381,194,575,-883,-270,-634,436,1070,33,772,3535,2308,109.28
04445,22568,8191,482,92,577,616,371,1001,-424,-134,-279,-1940,-637,-1281,567,1848,-3562,-1320,-2327,1332,3659,179,2333,11841,8394,460.67
04501,15548,6005,311,62,383,484,258,745,-362,-173,-196,-1436,-658,-796,384,1180,-2235,-803,-1491,910,2401,69,1471,8335,5742,82.16
04505,24213,9238,664,98,776,610,346,958,-182,54,-248,-972,104,-1123,632,1755,-1173,838,-2187,1400,3587,83,2657,12985,8571,74.99
04581,6232,3057,210,34,246,328,95,430,-184,-118,-61,-627,-166,-336,174,510,-3619,-2268,-1253,389,1642,193,501,3209,2522,65.35
04606,12426,4466,234,60,301,347,193,566,-265,-113,-133,-1380,-577,-671,309,980,-4763,-2943,-1726,662,2388,169,1116,6661,4649,163.4
05201,305390,145388,8493,1762,10484,8515,3847,12497,-2013,-22,-2085,-11714,-2308,-8882,9585,18467,-18376,-3297,-14996,20762,35758,1334,33338,175272,96780,906.07
05202,51409,24257,1021,219,1251,1287,821,2125,-874,-266,-602,-4777,-1240,-3472,1159,4631,-9035,-2399,-6690,2535,9225,235,4380,26041,20988,426.95
05203,87452,34197,1570,401,2010,1931,1411,3359,-1349,-361,-1010,-7100,-1969,-5202,2269,7471,-13634,-4583,-9518,5086,14604,405,8559,45197,33696,692.8
05204,70423,31626,1395,319,1728,1614,1210,2863,-1135,-219,-891,-5325,-1041,-4140,1808,5948,-9976,-2442,-7485,3983,11468,415,6552,36406,27465,913.22
05206,26246,12782,441,68,510,592,556,1150,-640,-151,-488,-3424,-1151,-2244,429,2673,-6577,-2522,-4092,1049,5141,59,1759,12194,12293,241.09
05207,43383,17715,735,160,907,1017,841,1870,-963,-282,-681,-4680,-1425,-3222,929,4151,-9099,-3258,-6039,2166,8205,119,3629,22587,17167,790.91
05209,29858,12865,480,123,610,659,542,1206,-596,-179,-419,-2886,-1030,-1849,765,2614,-5460,-1938,-3607,1733,5340,108,2908,14960,11990,707.52
05210,75040,30663,1306,361,1717,1619,1214,2860,-1143,-313,-853,-5721,-1688,-4066,1979,6045,-11356,-4106,-7551,4471,12022,289,7528,39520,27992,1209.59
05211,32287,13950,798,158,971,793,470,1269,-298,5,-312,-1474,-140,-1361,875,2236,-2704,-414,-2382,1901,4283,81,3319,17841,11127,97.72
05212,79241,31542,1428,357,1799,1629,1376,3017,-1218,-201,-1019,-6175,-1363,-4846,2084,6930,-11757,-2837,-9161,4623,13784,265,7687,41438,30116,866.79
05213,30864,13960,525,88,620,644,570,1231,-611,-119,-482,-3265,-664,-2541,602,3143,-6365,-1680,-4730,1394,6124,162,2418,14821,13625,1152.76
05214,23841,9343,384,82,469,538,372,919,-450,-154,-290,-2168,-751,-1367,556,1923,-4360,-1819,-2540,1301,3841,85,2227,12441,9173,241.13
05215,25310,10537,410,93,510,551,495,1060,-550,-141,-402,-2780,-882,-1903,527,2430,-5094,-1696,-3488,1270,4758,91,2172,12377,10761,1093.56
05303,4879,2350,93,16,109,110,115,225,-116,-17,-99,-610,-176,-434,92,526,-1243,-398,-853,212,1065,40,358,2301,2180,201.7
05327,2192,1095,42,4,48,55,54,109,-61,-13,-50,-328,-61,-273,29,302,-639,-110,-557,70,627,23,116,880,1173,256.72
05346,3083,1349,48,4,52,73,78,151,-99,-25,-74,-456,-112,-335,42,377,-893,-253,-643,112,755,28,204,1367,1484,282.13
05348,15814,6853,227,50,280,354,319,677,-397,-127,-269,-1983,-643,-1341,279,1620,-3754,-1254,-2535,661,3196,49,1178,7543,7044,247.98
05349,6866,3051,90,22,120,163,130,296,-176,-73,-108,-810,-214,-593,114,707,-1731,-611,-1161,240,1401,53,433,3213,3167,234.14
05361,8799,3941,129,30,159,210,179,394,-235,-81,-149,-1185,-418,-757,188,945,-2236,-783,-1441,404,1845,18,595,4035,4151,214.92
05363,5617,2455,93,24,118,157,100,258,-140,-64,-76,-586,-229,-367,103,470,-1136,-506,-668,240,908,25,423,2742,2427,17
05366,4587,1748,88,9,97,108,67,175,-78,-20,-58,-464,-184,-280,73,353,-974,-415,-564,166,730,5,335,2317,1930,47.95
05368,3142,1148,152,16,168,155,34,190,-22,-3,-18,-96,7,-101,84,185,-231,-98,-134,199,333,16,357,1748,1021,170.11
05434,19018,6628,293,71,367,393,314,710,-343,-100,-243,-1628,-430,-1196,427,1623,-3206,-1009,-2286,983,3269,59,1763,9817,7379,168.32
05463,14344,5283,202,60,268,305,270,577,-309,-103,-210,-1630,-544,-1029,362,1391,-3085,-1111,-1969,778,2747,120,1300,7450,5594,230.78
05464,2519,972,126,10,137,78,49,133,4,48,-39,-146,14,-154,65,219,-345,-28,-327,130,457,94,204,1309,1006,203.69
06201,243684,104223,7536,1656,9276,7598,2918,10590,-1314,-62,-1262,-6094,-616,-5229,9033,14262,-7221,-383,-8165,19367,27532,1400,29583,141748,72353,381.3
06202,78965,33080,2169,434,2653,2443,1079,3566,-913,-274,-645,-4902,-1857,-2993,2485,5478,-8548,-3697,-5351,5543,10894,746,8855,44868,25242,548.51
06203,124003,49253,2363,691,3080,2758,1777,4577,-1497,-395,-1086,-7755,-2031,-5541,3759,9300,-14371,-4531,-10100,8348,18448,744,13557,66892,43554,1311.53
06204,100172,42359,2183,522,2778,2397,1533,3937,-1159,-214,-1011,-6561,-1729,-4935,2896,7831,-12529,-4051,-9093,6396,15489,490,10338,53828,36006,602.97
06205,34787,13966,1035,191,1256,1275,513,1820,-564,-240,-322,-2417,-838,-1477,1093,2570,-4222,-1846,-2522,2499,5021,427,3871,19618,11298,222.85
06206,40719,14276,1125,271,1404,1076,550,1640,-236,49,-279,-1303,-46,-1228,1416,2644,-2215,-475,-1983,3047,5030,363,5061,22746,12912,139.03
06207,29564,11273,655,129,795,764,463,1246,-451,-109,-334,-2270,-545,-1698,688,2386,-4477,-1462,-3130,1571,4701,178,2723,15380,11461,240.93
06208,23191,8099,419,104,523,596,398,996,-473,-177,-294,-2283,-926,-1343,582,1925,-4262,-1890,-2544,1293,3837,197,2191,11935,9065,196.98
06209,26159,9974,742,155,908,778,444,1241,-333,-36,-289,-1787,-402,-1335,820,2155,-3421,-1081,-2499,1808,4307,327,2853,14051,9255,214.67
06210,61908,22635,1993,466,2495,1781,736,2553,-58,212,-270,-228,845,-1023,2510,3533,-343,1206,-1710,5086,6796,521,8027,35317,18564,113.01
06211,47808,18005,2086,411,2498,2072,555,2644,-146,14,-144,-33,750,-691,2059,2750,934,1866,-971,4252,5223,320,6587,27928,13293,206.94
06212,15350,5382,238,54,305,437,299,741,-436,-199,-245,-2082,-995,-1084,383,1467,-3994,-2073,-2021,902,2923,93,1458,7628,6264,372.53
06213,30740,11420,698,197,913,859,457,1323,-410,-161,-260,-1769,-533,-1254,1061,2315,-3379,-1249,-2348,2236,4584,287,3498,16908,10334,160.52
06301,14029,4829,298,54,361,328,200,529,-168,-30,-146,-708,-92,-622,378,1000,-1314,-233,-1086,812,1898,47,1650,7610,4722,61.45
06302,11017,3713,223,57,280,265,170,440,-160,-42,-113,-722,-190,-525,286,811,-1272,-331,-976,590,1566,58,1147,5970,3900,31.15
06321,17998,6273,325,83,417,519,276,796,-379,-194,-193,-1421,-625,-817,527,1344,-2189,-798,-1533,1121,2654,186,1923,9431,6644,52.45
06322,5080,1834,52,18,76,123,119,245,-169,-71,-101,-751,-320,-442,94,536,-1442,-665,-832,219,1051,45,416,2349,2270,393.19
06323,6556,2401,115,21,136,176,118,294,-158,-61,-97,-845,-317,-526,151,677,-1514,-635,-947,346,1293,59,554,3127,2875,196.81
06324,7815,2860,167,23,193,231,154,385,-192,-64,-131,-902,-262,-623,171,794,-1616,-489,-1158,425,1583,86,752,4004,3059,154.08
